Loan Application Number,Loan Amount,Loan Duration,Interest Rate,EMI,Borrower Rating by Bank,Borrower's Duration of Employment,Home Ownership of Borrower,Annual Income of Borrower,Borrower's Verification Status,Loan Issue Date,Purpose of Loan,State,Debt-to-Income Ratio (A ratio calculated based on Borrower's monthly debt repayments to self-reported monthly income),Borrower Delinquency in Last Two Years,Date of Borrower's First  Loan,Number of Months Since the Borrower's Last Delinquency,The Number of Months Since the Borrower's Credit Record  was Updated,Number of Times the Borrower has Availed Loan from the Bank,Number of Negative Comments About the Borrower in Credit History,Total Credit Revolving Balance,Percentage of Credit the Borrower is Using Relative to All Available Revolving Credit,Number of Times the Borrower has Availed Loan from All Banks,Late Fees Received To Date,Last Month Payment was Received,Last Amount Received as Payment,Loan Status
24115,39633,42 months,6.16%,1051.408051,AB,1 year,Rental,662185,Not Verified,18-09-2011,Purchase Car,Andhra Pradesh,12.68622145,0,12-09-1996,,,14,0,16578,0.028523167,36,0,01-07-2012,34554.54805,???
24116,32894,37 months,7.96%,1005.44842,AC,10 years and above,Own,1371040,Not Verified,01-09-2007,Home Renovation,Jharkhand,1.937108933,0,25-02-1985,0,0,15,0,232287,0.022312293,24,0,01-04-2008,28174.56842,???
24117,352159,36 months,11.25%,11570.35834,BE,10 years and above,Under Mortgage,1406262,Verified,17-05-2011,Pay Credit Card Bill,Uttar Pradesh,6.521646327,0,05-01-1997,,,7,0,358244,0.541714575,21,0,01-02-2013,163086.2283,???
24118,219995,48 months,14.05%,6017.737993,CE,6 years,Under Mortgage,1035262,Verified,29-05-2011,Pay-off Other Loans,Uttar Pradesh,19.78355568,1,09-06-1979,3,,15,0,260559,0.37206284,35,0,01-01-2015,11578.45799,???
24119,124414,38 months,10.21%,3845.719503,BC,4 years,Under Mortgage,882766,Verified,21-05-2011,Pay-off Other Loans,West Bengal,13.39724309,0,31-10-1993,,96,8,1,127228,0.717966912,26,0,01-10-2012,74273.1095,???
24120,143152,39 months,12.34%,4473.918208,BD,Less than 1 year,Rental,766919,Not Verified,27-12-2009,Education,Uttar Pradesh,3.788578872,1,16-05-1996,17,,6,0,93162,0.520198341,14,0,01-10-2011,214.17,???
24121,99074,47 months,12.95%,2698.446229,CB,2 years,Rental,855445,Verified,06-04-2009,Agriculture,Tripura,18.46390694,0,25-02-2001,,,5,0,16449,0.234342797,19,0,01-11-2012,9417.906229,???
24122,165057,37 months,16.04%,5684.235009,DE,4 years,Rental,720197,Verified,31-12-2009,Pay-off Other Loans,Rajasthan,6.020861287,0,04-04-2006,,,10,0,114668,0.515369372,9,0,01-11-2012,6146.675009,???
24123,131858,43 months,12.09%,3793.864335,CA,8 years,Rental,1206744,Not Verified,01-01-2011,Pay-off Other Loans,Tamil Nadu,10.29737648,1,31-10-1996,11,105,7,1,52290,0.830878396,27,0,01-06-2014,4107.364335,???
24124,219839,40 months,12.38%,6735.581926,BD,4 years,Under Mortgage,770089,Not Verified,03-10-2009,Home Renovation,Bihar,14.2996157,1,13-11-2001,8,,17,0,24837,0.034957078,36,0,01-01-2011,179.3,???
24125,54890,36 months,12.91%,1846.97221,CA,10 years and above,Under Mortgage,65994730,Source Verified,17-06-2010,Home Renovation,Uttar Pradesh,0.441638447,0,02-06-2001,82,,4,0,15917,0.388198986,9,0,01-03-2011,42298.48221,???
24126,54879,48 months,16.32%,1564.376313,DE,Not available,Rental,197546,Not Verified,27-10-2010,Pay-off Other Loans,Bihar,16.46564684,0,24-05-1991,60,,4,0,88919,0.922211101,14,0,01-08-2014,1708.036313,???
24127,21078,38 months,10.69%,656.2833211,BB,2 years,Under Mortgage,606705,Source Verified,25-07-2011,Others,Haryana,22.2850417,0,08-09-2000,,,11,0,510890,0.892998562,29,0,01-06-2013,9128.043321,???
24128,110009,46 months,17.09%,3276.167147,GC,10 years and above,Rental,1926629,Not Verified,05-12-2007,Pay-off Other Loans,Goa,26.56791352,0,16-09-1994,27,0,22,0,762791,0.770406265,39,209.4710175,01-09-2011,3397.057147,???
24129,73035,39 months,11.15%,2241.169116,CD,3 years,Rental,548904,Not Verified,23-11-2007,Start Business,Jharkhand,18.81486634,0,08-12-1998,43,0,10,0,1746,0.006640988,23,0,01-12-2010,2263.609116,???
24130,26534,47 months,13.38%,728.4760505,CB,6 years,Rental,522257,Not Verified,04-12-2009,Others,Uttar Pradesh,20.74799884,0,06-11-2000,74,,8,0,219178,0.932992166,27,180.6379373,01-05-2013,2880.51605,???
24131,219826,47 months,13.76%,6075.940741,CD,1 year,Rental,488794,Verified,06-09-2009,Pay-off Other Loans,Uttar Pradesh,7.874304569,0,06-10-1987,79,,9,0,202408,0.808356644,29,0,01-03-2013,28349.62074,???
24132,66010,44 months,7.02%,1705.889102,AE,6 years,Under Mortgage,288163,Verified,21-02-2011,Pay-off Other Loans,Uttar Pradesh,9.338066273,0,08-07-1988,,,4,0,16945,0.420322553,10,0,01-01-2012,1705.889102,???
24133,55044,41 months,13.43%,1681.417079,CD,3 years,Own,555866,Source Verified,20-01-2011,Pay-off Other Loans,Bihar,18.58655272,0,30-07-2004,,,19,0,113202,0.420585012,18,0,01-05-2014,1935.957079,???
24134,54992,48 months,19.63%,1662.494526,FE,Less than 1 year,Own,329984.64,Not Verified,29-01-2010,Start Business,Maharashtra,2.217106605,2,12-03-1997,11,,2,0,21959,0.641650036,8,334.6323391,01-03-2012,1662.494526,???
24135,44158,42 months,5.96%,1167.405201,AB,1 year,Rental,378629,Source Verified,04-07-2011,Others,Uttar Pradesh,2.921360434,0,20-08-1992,,,7,0,6171,0.041391268,6,0,01-06-2014,7791.055201,???
24136,66189,43 months,10.82%,1863.635118,BC,4 years,Under Mortgage,376000,Not Verified,24-10-2011,Pay-off Other Loans,Uttar Pradesh,6.511248276,0,22-06-1996,38,,10,0,64160,0.440101353,26,0,01-01-2013,51708.59512,???
24137,66171,48 months,8.06%,1617.336499,AD,6 years,Under Mortgage,1019351,Not Verified,14-12-2011,Relocation,Karnataka,7.631252431,0,28-07-2001,,,13,0,261304,0.78391271,33,0,01-11-2015,1672.446499,???
24138,87995,36 months,11.07%,2883.571805,BD,2 years,Rental,552536,Not Verified,20-06-2010,Others,Maharashtra,13.76093077,0,12-07-2006,,,7,0,1147,0.02453887,8,0,01-02-2011,192.5318051,???
24139,164876,60 months,16.63%,4065.270342,DC,1 year,Own,961840,Verified,15-06-2011,Pay-off Other Loans,Lakshadweep,10.11243979,0,11-12-1989,63,85,11,1,119318,0.592261772,25,0,01-02-2015,56083.06034,???
24140,171719,60 months,16.89%,4257.607334,EB,6 years,Under Mortgage,534923,Verified,02-02-2011,Pay-off Other Loans,Punjab,22.07184995,0,07-02-1998,,,12,0,125199,0.924095849,17,0,01-09-2015,4257.607334,???
24141,21931,38 months,14.92%,727.7118181,DB,4 years,Rental,531880,Not Verified,10-04-2010,Others,Uttar Pradesh,10.27863701,0,28-02-1999,,,3,0,2584,0.905385219,2,0,01-05-2013,788.5418181,???
24142,109844,43 months,14.03%,3264.903391,CE,Not available,Rental,501068,Not Verified,19-02-2010,Start Business,Tamil Nadu,4.571021355,0,08-02-2001,39,,11,0,106048,0.659695937,15,0,01-12-2010,103245.2234,???
24143,104453,46 months,11.94%,2840.848761,BD,2 years,Rental,711554,Verified,25-06-2009,Others,Uttar Pradesh,13.76285608,0,18-10-2003,,,6,0,114307,0.518512075,12,0,01-08-2012,22968.64876,???
24144,88147,39 months,11.58%,2722.833125,BD,9 years,Under Mortgage,682672,Source Verified,03-08-2011,Start Business,Uttar Pradesh,15.12200905,0,08-10-1999,,,11,0,125378,0.693088109,22,0,01-06-2013,24612.94312,???
24145,109927,48 months,8.66%,2717.968992,AE,4 years,Under Mortgage,367258,Not Verified,28-09-2011,Agriculture,Madhya Pradesh,11.57133669,0,30-09-2006,,,11,0,28206,0.104172962,16,0,01-06-2014,45882.07899,???
24146,132136,44 months,9.80%,3587.248092,BA,8 years,Rental,384147,Not Verified,16-01-2012,Pay-off Other Loans,Himachal Pradesh,15.47942324,0,28-10-2001,,,7,0,187579,0.587469157,6,0,01-07-2015,3712.208092,???
24147,66031,38 months,13.25%,2137.148478,CB,1 year,Rental,213287,Not Verified,18-04-2010,Others,Odisha,5.827060172,0,13-03-2007,,,2,0,0,0,4,0,01-05-2013,2247.478478,???
24148,165053,38 months,11.14%,5174.410621,BC,2 years,Rental,1450427,Not Verified,19-07-2010,Pay-off Other Loans,Kerala,8.803960327,0,23-04-1997,,,8,0,30240,0.111741745,25,0,01-02-2011,146431.5706,???
24149,52847,40 months,14.08%,1662.98959,DA,3 years,Rental,406508,Verified,17-07-2009,Pay-off Other Loans,Goa,14.46122178,0,23-01-2006,,,5,0,89309,0.530692279,7,0,01-10-2012,1800.48959,???
24150,44128,39 months,9.83%,1326.348562,BD,8 years,Under Mortgage,590675,Verified,25-12-2010,Medical,Goa,5.714141708,0,09-10-2002,,,10,0,103035,0.697786567,17,0,01-10-2013,5607.438562,???
24151,33070,41 months,12.43%,994.0508516,CA,2 years,Rental,324528,Not Verified,07-03-2009,Others,Punjab,17.50418747,0,12-02-2000,32,,5,0,17844,0.446762955,15,0,01-06-2012,844.7808516,???
24152,131940,38 months,14.13%,4326.989217,CE,4 years,Rental,520264,Verified,01-06-2010,Others,Uttar Pradesh,0.065333052,3,30-10-2001,3,,13,0,2833,0.000236865,55,0,01-05-2011,4724.639217,???
24153,87815,43 months,11.80%,2514.296973,BC,10 years and above,Rental,776934,Not Verified,17-01-2012,Pay Credit Card Bill,Uttar Pradesh,20.51039338,0,15-05-2006,,,11,0,215483,0.915928893,22,0,01-05-2015,5482.646973,???
24154,71442,38 months,15.95%,2406.855492,CE,1 year,Rental,548296,Not Verified,16-11-2011,Pay-off Other Loans,Madhya Pradesh,6.246699627,1,13-04-2004,9,,16,0,46746,0.109788563,22,0,01-03-2014,21500.65549,???
24155,220095,51 months,20.24%,6469.209292,EE,4 years,Under Mortgage,718385,Verified,25-10-2011,Pay-off Other Loans,Uttarakhand,20.82884477,0,07-03-2004,,,20,0,251448,0.776083172,28,0,01-08-2013,136805.8993,???
24156,164866,37 months,5.95%,4887.865812,AA,1 year,Rental,415639,Not Verified,13-11-2011,Pay Credit Card Bill,Manipur,14.56547927,0,12-01-1999,,,12,0,169919,0.313425445,30,0,01-07-2014,24736.04581,???
24157,78565,39 months,7.85%,2288.977678,AD,1 year,Under Mortgage,388409,Source Verified,18-12-2011,Pay-off Other Loans,Tripura,20.54373441,0,10-02-2002,,,17,0,92435,0.283393346,28,0,01-03-2014,25981.87768,???
24158,39456,39 months,8.85%,1167.896555,AE,Less than 1 year,Rental,825213,Verified,27-01-2010,Pay Credit Card Bill,Uttar Pradesh,18.60287322,0,20-06-1997,,,12,0,534276,0.544257707,16,0,01-03-2013,1247.646555,???
24159,132097,60 months,13.28%,3024.548002,CC,10 years and above,Under Mortgage,3026879,Verified,14-03-2011,Others,Assam,1.066530294,0,13-01-1995,,,5,0,61201,0.222389516,13,0,01-09-2015,3024.548002,???
24160,131945,47 months,13.54%,3632.452158,DC,1 year,Rental,612612,Not Verified,20-08-2008,Pay-off Other Loans,Karnataka,14.41015892,0,31-03-1984,62,,7,0,28985,0.97339743,20,872.9672877,01-03-2011,1904.132158,???
24161,132093,38 months,10.77%,4117.93505,BD,Less than 1 year,Rental,1643424,Verified,06-03-2011,Pay-off Other Loans,Jammu and Kashmir,18.53473841,0,24-04-1995,65,,9,0,217952,0.94813104,29,0,01-04-2014,4401.29505,???
24162,71594,58 months,10.55%,1581.094223,BD,3 years,Rental,333064,Not Verified,09-04-2011,Purchase Car,Tamil Nadu,27.72922347,0,13-11-2000,,,11,0,67244,0.30890529,41,0,01-03-2012,59652.18422,???
24163,22141,44 months,13.31%,638.6487795,CD,4 years,Rental,638913,Verified,02-02-2011,Purchase Car,Bihar,16.70391612,0,06-02-2003,,,12,0,214547,0.624648838,30,0,01-08-2014,732.8087795,???
24164,132128,42 months,7.50%,3586.597908,AE,4 years,Rental,743492,Source Verified,13-02-2011,Others,Uttar Pradesh,14.28412527,0,31-05-1995,,,11,0,162334,0.663164024,19,0,01-08-2013,43740.11791,???
24165,379170,60 months,14.12%,8846.958658,CC,10 years and above,Under Mortgage,644700.36,Verified,29-09-2011,Pay-off Other Loans,Andhra Pradesh,15.11902187,0,02-06-1997,,,10,0,146418,0.17175303,16,0,01-04-2015,138158.4487,???
24166,88165,38 months,7.70%,2621.85689,AD,10 years and above,Own,280199,Not Verified,13-03-2010,Pay Credit Card Bill,West Bengal,10.9595641,0,08-11-1998,,,13,0,85149,0.132913286,15,0,01-11-2011,15255.57689,???
24167,170478,60 months,11.97%,3789.323864,BE,1 year,Under Mortgage,1092332,Source Verified,15-07-2011,Others,Rajasthan,10.55976784,0,05-02-1986,58,,11,0,183978,0.469237447,21,0,01-05-2015,50090.19386,???
24168,186890,60 months,9.83%,3955.436687,BA,10 years and above,Under Mortgage,834107,Source Verified,27-09-2011,Pay-off Other Loans,Madhya Pradesh,23.95603436,0,23-11-1981,,,10,0,125159,0.741889628,32,0,01-09-2015,3955.436687,???
24169,49609,59 months,10.80%,1087.413238,BB,Less than 1 year,Under Mortgage,454975,Source Verified,24-01-2012,Purchase Car,Maharashtra,5.09963085,0,13-07-1983,,,3,0,91215,0.775356042,7,0,01-10-2012,43428.39324,???
24170,219828,49 months,22.25%,6868.000075,FE,8 years,Rental,810023,Verified,06-12-2011,Pay-off Other Loans,Kerala,14.58266976,0,13-01-1996,76,90,4,1,104835,0.862941346,15,0,01-01-2012,1049.660075,???
24171,95117,47 months,7.48%,2340.779457,AC,4 years,Under Mortgage,650151,Source Verified,19-10-2011,Home Renovation,Jammu and Kashmir,10.79862858,0,29-12-2005,29,,6,0,16741,0.277344272,13,0,01-11-2013,20968.28946,???
24172,123178,46 months,12.42%,3379.017592,BD,3 years,Rental,819433,Not Verified,27-01-2012,Purchase Car,Uttar Pradesh,22.45914158,0,28-05-1997,,,9,0,281682,0.755946424,11,0,01-07-2013,3379.017592,???
24173,275168,39 months,12.11%,8569.429303,BD,2 years,Rental,510078,Verified,05-12-2009,Pay-off Other Loans,Uttar Pradesh,16.29879764,0,14-08-2000,,,9,0,259562,0.600055637,26,0,01-01-2013,8929.899303,???
24174,55057,44 months,14.17%,1611.699034,CB,4 years,Under Mortgage,670387,Verified,21-11-2011,Pay-off Other Loans,Maharashtra,11.88809869,1,26-05-2002,9,,9,0,16536,0.659366652,15,0,01-04-2013,43652.26903,???
24175,132089,44 months,7.35%,3433.94556,AC,10 years and above,Under Mortgage,908051,Not Verified,14-11-2011,Pay-off Other Loans,Rajasthan,14.32803183,0,02-03-1997,,,15,0,121162,0.295210249,33,0,01-02-2014,62162.06556,???
24176,39476,42 months,8.78%,1095.196186,AE,2 years,Under Mortgage,365118,Not Verified,14-08-2008,Relocation,West Bengal,0.467521364,0,16-04-2007,,,2,0,4573,0.087059738,5,0,01-07-2011,7223.956186,???
24177,121017,37 months,12.64%,3966.327643,BE,9 years,Under Mortgage,876543,Not Verified,16-11-2009,Pay-off Other Loans,Tamil Nadu,11.57833835,0,24-02-2002,,,14,0,238340,0.321824298,28,0,01-01-2012,38807.50764,???
24178,101144,52 months,13.81%,2595.52537,CC,1 year,Rental,385563,Source Verified,28-10-2011,Start Business,Himachal Pradesh,0,0,10-02-2003,,,5,0,0,0,16,0,01-09-2013,23050.79537,???
24179,131997,45 months,6.97%,3341.887245,AC,5 years,Under Mortgage,789991,Not Verified,14-03-2011,Pay-off Other Loans,Delhi,10.75057111,0,19-08-1999,,,5,0,26209,0.345096518,8,0,01-12-2013,46660.65724,???
24180,87893,51 months,17.03%,2433.451375,EC,9 years,Rental,435511,Source Verified,01-04-2011,Pay-off Other Loans,Manipur,17.01939189,0,17-03-2004,,96,8,1,62621,0.569096621,12,0,01-09-2010,2433.451375,???
24181,43823,47 months,5.56%,1039.676261,AA,1 year,Under Mortgage,982134,Not Verified,27-06-2011,Home Renovation,Assam,5.655991053,0,02-02-1999,,,6,0,12546,0.225042064,24,0,01-12-2012,35897.02626,???
24182,40894,47 months,10.37%,1062.326494,BC,Less than 1 year,Rental,655442,Source Verified,31-03-2011,Agriculture,Madhya Pradesh,12.19445869,0,07-07-2005,60,,14,0,0,0,19,0,01-09-2012,32753.87649,???
24183,50416,38 months,14.82%,1670.319756,CD,5 years,Under Mortgage,762573,Verified,15-10-2011,Pay-off Other Loans,Punjab,23.30511227,0,11-06-2001,,101,9,1,192568,0.599633066,20,0,01-05-2013,22548.20976,???
24184,22141,44 months,12.59%,630.8094722,BE,10 years and above,Under Mortgage,1311130,Source Verified,21-11-2011,Agriculture,Meghalaya,18.95878912,0,13-10-1999,,,17,0,284908,0.905822505,50,0,01-06-2015,726.6194722,???
24185,26552,48 months,10.67%,682.0239941,BC,2 years,Rental,378501,Not Verified,25-12-2008,Pay-off Other Loans,Rajasthan,17.36763438,0,25-01-2002,,,7,0,172756,0.900644598,14,0,01-10-2012,736.4739941,???
24186,220173,49 months,11.21%,5620.7975,BC,10 years and above,Under Mortgage,883931,Verified,14-08-2010,Pay-off Other Loans,Bihar,10.77997904,0,20-11-1991,,,17,0,53777,0.123246018,37,0,01-01-2010,211644.1975,???
24187,384846,60 months,14.44%,9042.667388,CB,Less than 1 year,Under Mortgage,711652,Verified,23-01-2012,Pay-off Other Loans,Sikkim,23.76446898,0,25-01-2001,,,6,0,282685,0.683537043,34,0,01-09-2015,9042.667388,???
24188,110082,45 months,6.98%,2787.26274,AC,2 years,Under Mortgage,527129,Not Verified,25-08-2010,Pay-off Other Loans,Himachal Pradesh,1.686223007,0,05-11-1994,,,10,0,248544,0.501123269,33,0,01-04-2014,3025.85274,???
24189,102426,59 months,14.58%,2442.011936,CC,Less than 1 year,Rental,336143,Source Verified,26-12-2011,Others,Uttar Pradesh,14.69248681,0,11-07-2005,,,9,0,36269,0.20784456,17,0,01-01-2012,2442.011936,???
24190,165039,37 months,11.98%,5356.569624,BE,3 years,Rental,748811,Source Verified,18-09-2010,Pay-off Other Loans,Kerala,17.65489848,0,01-03-2003,,,7,0,143290,0.467844135,10,0,01-09-2012,62579.11962,???
24191,109906,41 months,14.17%,3397.441267,CE,6 years,Rental,1022218,Not Verified,12-12-2009,Pay-off Other Loans,Kerala,4.411142514,0,24-05-1996,66,,9,0,52717,0.583217037,19,0,01-03-2013,3672.111267,???
24192,88187,60 months,9.85%,1867.420064,BA,3 years,Under Mortgage,615201,Not Verified,15-08-2011,Purchase Car,Kerala,10.58725421,1,28-09-1994,6,,6,0,111362,0.396151231,30,0,01-09-2015,1867.420064,???
24193,22940,43 months,6.86%,603.2985737,AB,Not available,Rental,121857,Not Verified,06-06-2010,Pay-off Other Loans,Goa,22.7936179,0,29-05-2001,,,8,0,66097,0.27890389,16,0,01-01-2013,5663.408574,???
24194,131919,44 months,12.77%,3770.381214,CB,1 year,Own,718488,Verified,22-12-2010,Agriculture,West Bengal,1.348677529,1,29-12-2006,15,,5,0,5430,0.049513799,7,0,01-07-2014,4186.841214,???
24195,176153,54 months,12.11%,4247.709613,BE,5 years,Under Mortgage,832003,Verified,16-07-2011,Pay-off Other Loans,Bihar,12.65295754,0,17-09-1996,,,16,0,103378,0.311798704,48,0,01-05-2012,4247.709613,???
24196,65903,48 months,11.98%,1734.870479,BE,1 year,Rental,784428,Verified,09-08-2010,Pay-off Other Loans,Odisha,21.68067894,0,06-06-1997,67,,22,0,192667,0.279159004,30,0,01-02-2014,12615.52048,???
24197,217619,43 months,15.72%,6651.653765,DD,2 years,Under Mortgage,1824267,Verified,24-04-2011,Pay Credit Card Bill,Maharashtra,23.10425586,0,19-05-1991,36,,11,0,769212,0.651078569,21,0,01-05-2014,43729.35376,???
24198,275064,50 months,12.68%,7110.753009,BE,Less than 1 year,Rental,957756,Verified,26-12-2011,Marriage,Jammu and Kashmir,4.399550044,0,29-01-2001,43,,5,0,0,0,25,0,01-04-2012,224938.363,???
24199,54839,44 months,13.56%,1588.551249,CB,1 year,Rental,738990,Verified,06-08-2011,Pay-off Other Loans,West Bengal,12.70597507,0,21-08-1986,36,,3,0,13340,0.909545281,8,0,01-02-2015,1809.761249,???
24200,88152,41 months,5.88%,2378.676851,AB,2 years,Under Mortgage,968608,Not Verified,05-10-2011,Pay Credit Card Bill,Himachal Pradesh,0.197656499,0,18-02-2002,65,,7,0,10967,0.036219553,7,0,01-09-2014,12978.82685,???
24201,200054,58 months,14.72%,4840.254462,DC,6 years,Under Mortgage,586616,Verified,13-02-2011,Pay Credit Card Bill,Madhya Pradesh,23.65872135,0,07-10-2003,,,14,0,118014,0.302137374,24,0,01-03-2013,385.3644621,???
24202,159356,39 months,14.17%,5122.152786,CC,Less than 1 year,Rental,501103,Not Verified,30-08-2010,Pay-off Other Loans,Jharkhand,24.65771226,0,25-12-1988,,,12,0,159243,0.548180764,15,0,01-10-2013,5471.732786,???
24203,96802,45 months,6.09%,2411.480322,AA,5 years,Under Mortgage,1479167,Not Verified,19-01-2012,Home Renovation,Rajasthan,8.55652957,0,01-11-1994,,,15,0,358830,0.099868925,36,0,01-08-2015,2446.460322,???
24204,126642,47 months,9.82%,3256.663985,BD,1 year,Under Mortgage,684439,Not Verified,13-12-2010,Pay-off Other Loans,Gujarat,14.75623747,0,10-02-2003,,,16,0,127274,0.483333157,26,0,01-10-2013,49866.30398,???
24205,145357,48 months,12.10%,3834.661111,BE,6 years,Under Mortgage,440719,Verified,03-06-2011,Start Business,West Bengal,24.9602142,0,19-09-1999,79,,7,0,151302,0.59269841,20,0,01-05-2015,3861.501111,???
24206,110010,47 months,13.67%,3035.938837,CC,4 years,Under Mortgage,446032,Source Verified,07-05-2010,Others,Madhya Pradesh,3.673547344,0,25-06-1993,43,,5,0,48657,0.714835188,20,0,01-02-2014,3469.558837,???
24207,142866,45 months,14.42%,4128.654713,CD,2 years,Under Mortgage,712152,Source Verified,15-09-2010,Pay Credit Card Bill,Uttar Pradesh,9.425727646,0,25-04-2001,,,7,0,128948,0.956741515,13,0,01-04-2014,4533.894713,???
24208,39696,47 months,5.54%,941.3912255,AA,10 years and above,Under Mortgage,857770,Verified,16-03-2011,Install Solar Panel,West Bengal,8.686420017,0,21-03-1997,,,7,0,69753,0.168936334,25,0,01-02-2013,6753.131225,???
24209,88171,60 months,16.10%,2149.059544,DE,7 years,Rental,643708,Not Verified,22-05-2011,Pay-off Other Loans,Madhya Pradesh,18.38335017,0,26-06-2005,,,11,0,122880,0.941718946,9,0,01-09-2015,2149.059544,???
24210,70460,46 months,9.47%,1832.417867,BC,Less than 1 year,Own,595975,Verified,15-01-2011,Pay-off Other Loans,Bihar,21.5649324,0,26-10-1985,44,,24,0,46554,0.411484992,56,0,01-10-2014,1960.897867,???
24211,127458,45 months,8.56%,3321.344506,AD,5 years,Under Mortgage,696657,Verified,05-10-2009,Pay-off Other Loans,Himachal Pradesh,18.2060536,0,18-05-1996,,,20,0,325674,0.524240793,29,0,01-01-2013,19222.06451,???
24212,77120,44 months,11.13%,2142.659869,BC,5 years,Rental,382561,Not Verified,07-07-2011,Pay Credit Card Bill,Madhya Pradesh,13.51430878,0,30-11-1997,,,9,0,169726,0.35057514,13,0,01-02-2015,2452.859869,???
24213,38592,48 months,14.08%,1056.112817,DE,2 years,Rental,849056,Not Verified,06-07-2008,Purchase Car,Bihar,9.187250729,1,09-11-2000,17,,8,0,59313,0.725838914,12,329.9723618,01-05-2011,1056.112817,???
24214,132021,42 months,8.55%,3648.145316,AE,6 years,Rental,585229,Not Verified,11-08-2011,Pay-off Other Loans,Odisha,7.90235185,0,12-05-2004,,,10,0,150142,0.375319652,10,0,01-02-2013,69011.13532,???
